log_id,node_id,json_status,http_response_code,response_time_ms,system_load,is_infected,hardware_serial,flag_spoofed,flag_ddos,flag_malware,threat_score
50,221,OPERATIONAL,200,117,0.3050312581364858,False,SN-5391,False,False,False,0
51,181,OPERATIONAL,200,129,0.4313538192624635,False,SN-8721,False,False,False,0
52,473,OPERATIONAL,200,129,0.5660617427927259,False,SN-1416,False,False,False,0
53,364,OPERATIONAL,200,137,0.6014256541319607,False,SN-2664,False,False,False,0
54,406,OPERATIONAL,200,106,0.1710016795256165,False,SN-6878,False,False,False,0
55,99,OPERATIONAL,200,102,0.7776127316288223,False,SN-4091,False,False,False,0
56,473,OPERATIONAL,200,124,0.6007992805151515,False,SN-1416,False,False,False,0
57,43,OPERATIONAL,200,118,0.4938347611241001,False,SN-6772,False,False,False,0
58,425,OPERATIONAL,200,101,0.5603471547340289,False,SN-7902,False,False,False,0
59,61,OPERATIONAL,200,134,0.2993682831561404,False,SN-1441,False,False,False,0
60,164,OPERATIONAL,200,109,0.8911981584190215,False,SN-4896,False,False,False,0
61,486,OPERATIONAL,206,214,0.4401858274814076,True,SN-8105,False,False,False,0
62,7,OPERATIONAL,200,116,0.1087655692061104,False,SN-3046,False,False,False,0
63,155,OPERATIONAL,200,116,0.3914436236772439,False,SN-7711,False,False,False,0
64,212,OPERATIONAL,200,118,0.4856823476034152,False,SN-1353,False,False,False,0
65,282,OPERATIONAL,200,133,0.3339395397209458,False,SN-7517,False,False,False,0
66,461,OPERATIONAL,200,116,0.1500315722165965,False,SN-1525,False,False,False,0
67,45,OPERATIONAL,200,105,0.550650629921675,False,SN-2037,False,False,False,0
68,370,OPERATIONAL,200,108,0.466298429334002,False,SN-2016,False,False,False,0
69,295,OPERATIONAL,200,121,0.8823059938705986,False,SN-2818,False,False,False,0
70,58,OPERATIONAL,200,140,0.1687242912187231,False,SN-6497,False,False,False,0
71,27,OPERATIONAL,200,115,0.3017714497615643,False,SN-5888,False,False,False,0
72,98,OPERATIONAL,200,136,0.432318482787675,False,SN-5976,False,False,False,0
73,36,OPERATIONAL,200,135,0.4520992111641198,False,SN-5348,False,False,False,0
74,225,OPERATIONAL,429,222,0.3762472123482753,True,SN-1695,True,False,False,1
75,488,OPERATIONAL,200,119,0.1447116569118271,False,SN-5213,False,False,False,0
76,444,OPERATIONAL,206,234,0.6145370732492452,True,SN-2217,False,False,False,0
77,405,OPERATIONAL,200,107,0.7478354521741157,False,SN-5827,False,False,False,0
78,218,OPERATIONAL,200,109,0.3588457472225249,False,SN-7792,False,False,False,0
79,472,OPERATIONAL,200,139,0.1523916790496599,False,SN-5501,False,False,False,0
80,317,OPERATIONAL,200,114,0.6077691577512402,False,SN-1528,False,False,False,0
81,339,OPERATIONAL,200,105,0.5972230830756444,False,SN-1818,False,False,False,0
82,32,OPERATIONAL,200,105,0.7414013465872533,False,SN-6496,False,False,False,0
83,183,OPERATIONAL,200,137,0.2824976748662748,False,SN-6445,False,False,False,0
84,104,OPERATIONAL,200,114,0.8081018422671867,False,SN-6272,False,False,False,0
85,48,OPERATIONAL,429,214,0.6236518721952121,True,SN-7753,True,False,True,2
86,246,OPERATIONAL,206,211,0.6520720554800283,True,SN-3799,False,False,False,0
87,405,OPERATIONAL,200,135,0.4335174688694388,False,SN-5827,False,False,False,0
88,335,OPERATIONAL,200,139,0.7587976735932908,False,SN-2689,False,False,False,0
89,95,OPERATIONAL,200,139,0.6005973253722562,False,SN-4229,False,False,False,0
90,291,OPERATIONAL,200,118,0.632100327110556,False,SN-4679,False,False,False,0
91,376,OPERATIONAL,200,123,0.7645845997311992,False,SN-8318,False,False,False,0
92,399,OPERATIONAL,206,228,0.8122392100417327,True,SN-4005,False,False,False,0
93,45,OPERATIONAL,200,106,0.5101215276190393,False,SN-2037,False,False,False,0
94,351,OPERATIONAL,200,102,0.8810340448933703,False,SN-1244,False,False,False,0
95,494,OPERATIONAL,200,128,0.686404920897491,False,SN-8085,False,False,False,0
96,47,OPERATIONAL,206,247,0.309542892868037,True,SN-4064,False,False,False,0
97,330,OPERATIONAL,200,108,0.4485658646735517,False,SN-9339,False,False,False,0
98,367,OPERATIONAL,200,103,0.6830973443056184,False,SN-2780,False,False,False,0
99,357,OPERATIONAL,200,107,0.2439002944406731,False,SN-8964,False,False,False,0
100,99,OPERATIONAL,200,119,0.5616303491793655,False,SN-4091,False,False,False,0
101,318,OPERATIONAL,200,125,0.7234772673078397,False,SN-6286,False,False,False,0
102,409,OPERATIONAL,200,134,0.8690282460582818,False,SN-3411,False,False,False,0
103,194,OPERATIONAL,200,137,0.101153296033895,False,SN-9169,False,False,False,0
104,332,OPERATIONAL,200,103,0.1589364702069206,False,SN-1111,False,False,False,0
105,374,OPERATIONAL,200,106,0.2607150294437937,False,SN-7188,False,False,False,0
106,42,OPERATIONAL,200,137,0.8940386405074022,False,SN-5516,False,False,False,0
107,442,OPERATIONAL,200,112,0.8012805567788663,False,SN-5104,False,False,False,0
108,417,OPERATIONAL,200,116,0.531423379108498,False,SN-4164,False,False,False,0
109,227,OPERATIONAL,200,115,0.8756155196989835,False,SN-6475,False,False,False,0
110,120,OPERATIONAL,200,109,0.6155302958572588,False,SN-2913,False,False,False,0
111,16,OPERATIONAL,200,106,0.1445419211845164,False,SN-5116,False,False,False,0
112,35,OPERATIONAL,200,116,0.7395990081827201,False,SN-3608,False,False,False,0
113,251,OPERATIONAL,200,137,0.8600754860787997,False,SN-3165,False,False,False,0
114,497,OPERATIONAL,429,247,0.2300477279565189,True,SN-6116,True,False,True,2
115,272,OPERATIONAL,200,107,0.1803852369693964,False,SN-3600,False,False,False,0
116,248,OPERATIONAL,200,117,0.7686571074989365,False,SN-8960,False,False,False,0
117,311,OPERATIONAL,200,105,0.5172014646762714,False,SN-1968,False,False,False,0
118,234,OPERATIONAL,200,136,0.3144427605864516,False,SN-7324,False,False,False,0
119,80,OPERATIONAL,429,248,0.6666721544365032,True,SN-3494,True,False,True,2
120,160,OPERATIONAL,200,134,0.857466652821144,False,SN-8296,False,False,False,0
121,25,OPERATIONAL,429,215,0.7793289139707972,True,SN-8755,True,False,True,2
122,91,OPERATIONAL,200,111,0.6500970094701779,False,SN-7836,False,False,False,0
123,2,OPERATIONAL,200,137,0.6257236077151355,False,SN-1009,False,False,False,0
124,370,OPERATIONAL,200,116,0.288969337707311,False,SN-2016,False,False,False,0
125,144,OPERATIONAL,200,125,0.5789552792096478,False,SN-7482,False,False,False,0
126,221,OPERATIONAL,200,107,0.5928742536907325,False,SN-5391,False,False,False,0
127,166,OPERATIONAL,200,127,0.8340967890844077,False,SN-1577,False,False,False,0
128,397,OPERATIONAL,206,220,0.796883488832543,True,SN-6778,False,False,False,0
129,470,OPERATIONAL,200,104,0.6775515771331613,False,SN-2519,False,False,False,0
130,61,OPERATIONAL,200,110,0.8378066475950879,False,SN-1441,False,False,False,0
131,314,OPERATIONAL,200,113,0.3773130414140654,False,SN-4734,False,False,False,0
132,377,OPERATIONAL,200,126,0.705388191076789,False,SN-8214,False,False,False,0
133,280,OPERATIONAL,200,115,0.3045734869801743,False,SN-5376,False,False,False,0
134,360,OPERATIONAL,200,120,0.3321765222248108,False,SN-5785,False,False,False,0
135,38,OPERATIONAL,200,139,0.5296803589404498,False,SN-2190,False,False,False,0
136,309,OPERATIONAL,200,106,0.1951525533969897,False,SN-2078,False,False,False,0
137,475,OPERATIONAL,200,138,0.8784078084642867,False,SN-2619,False,False,False,0
138,35,OPERATIONAL,200,111,0.7301316729796172,False,SN-3608,False,False,False,0
139,211,OPERATIONAL,200,139,0.4900432325676255,False,SN-4269,False,False,False,0
140,254,OPERATIONAL,200,111,0.7811757697073427,False,SN-2642,False,False,False,0
141,234,OPERATIONAL,200,139,0.429701967389368,False,SN-7324,False,False,False,0
142,432,OPERATIONAL,206,210,0.5492847914253879,True,SN-2863,False,False,False,0
143,17,OPERATIONAL,200,125,0.6845871397158154,False,SN-2077,False,False,False,0
144,283,OPERATIONAL,200,129,0.1626989670776857,False,SN-1791,False,False,False,0
145,258,OPERATIONAL,200,113,0.8409468278693026,False,SN-2106,False,False,False,0
146,413,OPERATIONAL,200,120,0.5379202996374538,False,SN-4052,False,False,False,0
147,271,OPERATIONAL,200,110,0.7122928837022838,False,SN-9028,False,False,False,0
148,165,OPERATIONAL,200,117,0.1080286836089085,False,SN-2624,False,False,False,0
149,73,OPERATIONAL,200,119,0.4497355936290134,False,SN-2830,False,False,False,0
150,343,OPERATIONAL,200,105,0.8054150898374925,False,SN-2008,False,False,False,0
151,358,OPERATIONAL,200,108,0.8457015174665459,False,SN-5698,False,False,False,0
152,474,OPERATIONAL,200,126,0.7016930819829635,False,SN-8811,False,False,False,0
153,479,OPERATIONAL,200,118,0.4536559303307882,False,SN-7179,False,False,False,0
154,424,OPERATIONAL,200,108,0.6572904208301338,False,SN-9764,False,False,False,0
155,259,OPERATIONAL,200,107,0.8461352253647131,False,SN-6043,False,False,False,0
156,1,OPERATIONAL,200,140,0.7048460454355896,False,SN-6124,False,False,False,0
157,77,OPERATIONAL,200,108,0.1436145846090005,False,SN-5793,False,False,False,0
158,330,OPERATIONAL,200,112,0.3512815349301247,False,SN-9339,False,False,False,0
159,97,OPERATIONAL,200,103,0.561674821342754,False,SN-8960,False,False,False,0
160,418,OPERATIONAL,200,125,0.1973293153241697,False,SN-4651,False,False,False,0
161,231,OPERATIONAL,200,126,0.8789265610587985,False,SN-5971,False,False,False,0
162,26,OPERATIONAL,200,117,0.6398322387514999,False,SN-3808,False,False,False,0
163,125,OPERATIONAL,429,235,0.6292315749101327,True,SN-2450,True,False,False,1
164,277,OPERATIONAL,200,115,0.6642499477001742,False,SN-4825,False,False,False,0
165,242,OPERATIONAL,200,126,0.1200075565478657,False,SN-7087,False,False,False,0
166,456,OPERATIONAL,200,118,0.329051553351693,False,SN-5140,False,False,False,0
167,155,OPERATIONAL,200,106,0.4594852622108999,False,SN-7711,False,False,False,0
168,273,OPERATIONAL,200,111,0.8188059818688567,False,SN-4515,False,False,False,0
169,318,OPERATIONAL,200,102,0.5616189222847934,False,SN-6286,False,False,False,0
170,180,OPERATIONAL,206,241,0.1126559575026013,True,SN-4027,False,False,True,1
171,490,OPERATIONAL,200,131,0.4908610285488729,False,SN-4345,False,False,False,0
172,343,OPERATIONAL,200,123,0.3571863369285696,False,SN-2008,False,False,False,0
173,81,OPERATIONAL,206,241,0.4122579030050187,True,SN-4395,False,False,False,0
174,318,OPERATIONAL,200,117,0.7832661592842468,False,SN-6286,False,False,False,0
175,199,OPERATIONAL,200,127,0.1055926775630729,False,SN-6903,False,False,False,0
176,126,OPERATIONAL,200,115,0.6226061535794888,False,SN-2872,False,False,False,0
177,3,OPERATIONAL,200,123,0.3910396124936679,False,SN-3391,False,False,False,0
178,391,OPERATIONAL,200,130,0.3525133489682311,False,SN-5567,False,False,False,0
179,456,OPERATIONAL,200,123,0.5283124632669541,False,SN-5140,False,False,False,0
180,76,OPERATIONAL,200,134,0.4230460057805362,False,SN-7249,False,False,False,0
181,26,OPERATIONAL,200,131,0.3650909400287443,False,SN-3808,False,False,False,0
182,77,OPERATIONAL,200,128,0.1136027902363345,False,SN-5793,False,False,False,0
183,149,OPERATIONAL,200,110,0.7835086084439736,False,SN-1341,False,False,False,0
184,111,OPERATIONAL,200,113,0.694988293853527,False,SN-9198,False,False,False,0
185,257,OPERATIONAL,200,119,0.2623875352520429,False,SN-1192,False,False,False,0
186,456,OPERATIONAL,200,134,0.2710025563342281,False,SN-5140,False,False,False,0
187,299,OPERATIONAL,200,119,0.8062196101384606,False,SN-6284,False,False,False,0
188,173,OPERATIONAL,200,109,0.6600991127075778,False,SN-5032,False,False,False,0
189,498,OPERATIONAL,200,112,0.7002851286596952,False,SN-7861,False,False,False,0
190,59,OPERATIONAL,200,115,0.7336567674596388,False,SN-5966,False,False,False,0
191,362,OPERATIONAL,429,242,0.4673503342053902,True,SN-7302,True,False,False,1
192,452,OPERATIONAL,200,106,0.4432790503656526,False,SN-7301,False,False,False,0
193,463,OPERATIONAL,429,236,0.143725350481132,True,SN-5085,True,False,True,2
194,105,OPERATIONAL,200,129,0.2224302287787265,False,SN-4326,False,False,False,0
195,104,OPERATIONAL,200,128,0.3741730423633984,False,SN-6272,False,False,False,0
196,414,OPERATIONAL,200,138,0.4518377392116479,False,SN-4370,False,False,False,0
197,361,OPERATIONAL,200,110,0.3679938473683419,False,SN-5176,False,False,False,0
198,458,OPERATIONAL,200,101,0.7959829995227579,False,SN-8286,False,False,False,0
199,173,OPERATIONAL,200,122,0.2785030579965045,False,SN-5032,False,False,False,0
200,206,OPERATIONAL,200,104,0.5320936001738376,False,SN-5769,False,False,False,0
201,145,OPERATIONAL,200,120,0.2906270657731856,False,SN-8250,False,False,False,0
202,47,OPERATIONAL,429,246,0.2650463155430763,True,SN-4064,True,False,True,2
203,266,OPERATIONAL,200,135,0.4443059817198233,False,SN-3764,False,False,False,0
204,136,OPERATIONAL,200,120,0.4862883208556606,False,SN-5251,False,False,False,0
205,291,OPERATIONAL,200,113,0.7381777326495333,False,SN-4679,False,False,False,0
206,256,OPERATIONAL,200,126,0.6357149141494904,False,SN-9751,False,False,False,0
207,201,OPERATIONAL,429,226,0.5654820615954628,True,SN-7235,True,False,False,1
208,452,OPERATIONAL,200,131,0.3946036574576422,False,SN-7301,False,False,False,0
209,99,OPERATIONAL,200,137,0.5661294359494454,False,SN-4091,False,False,False,0
210,174,OPERATIONAL,429,223,0.6918526265643347,True,SN-7497,True,False,False,1
211,82,OPERATIONAL,200,135,0.5988170232381081,False,SN-8930,False,False,False,0
212,273,OPERATIONAL,200,108,0.104890805677221,False,SN-4515,False,False,False,0
213,57,OPERATIONAL,200,104,0.7389490286426352,False,SN-1818,False,False,False,0
214,280,OPERATIONAL,200,129,0.1086217133120629,False,SN-5376,False,False,False,0
215,182,OPERATIONAL,206,242,0.7173323862439024,True,SN-6308,False,False,False,0
216,35,OPERATIONAL,200,132,0.2759561878087864,False,SN-3608,False,False,False,0
217,258,OPERATIONAL,200,107,0.5419543526625992,False,SN-2106,False,False,False,0
218,12,OPERATIONAL,429,222,0.8527848729810362,True,SN-1162,True,False,True,2
219,313,OPERATIONAL,200,138,0.6819137299428217,False,SN-2366,False,False,False,0
220,276,OPERATIONAL,200,114,0.4039114277544641,False,SN-6281,False,False,False,0
221,73,OPERATIONAL,200,139,0.1473729346364747,False,SN-2830,False,False,False,0
222,103,OPERATIONAL,200,105,0.4544788024875302,False,SN-8077,False,False,False,0
223,337,OPERATIONAL,200,114,0.4405795322412112,False,SN-6537,False,False,False,0
224,135,OPERATIONAL,200,101,0.1550494140155794,False,SN-6094,False,False,False,0
225,68,OPERATIONAL,200,121,0.6580731122988744,False,SN-4256,False,False,False,0
226,114,OPERATIONAL,429,214,0.845111681509013,True,SN-2485,True,False,True,2
227,493,OPERATIONAL,200,136,0.6621453408990774,False,SN-3438,False,False,False,0
228,41,OPERATIONAL,206,245,0.8749268196829515,True,SN-1682,False,False,True,1
229,216,OPERATIONAL,200,131,0.3718360230395605,False,SN-4617,False,False,False,0
230,4,OPERATIONAL,200,123,0.7008535269557908,False,SN-9921,False,False,False,0
231,408,OPERATIONAL,200,134,0.1160062601405797,False,SN-9191,False,False,False,0
232,445,OPERATIONAL,200,102,0.6944688722244431,False,SN-4181,False,False,False,0
233,239,OPERATIONAL,200,112,0.2217976576207022,False,SN-9386,False,False,False,0
234,438,OPERATIONAL,200,139,0.8338601619439433,False,SN-5873,False,False,False,0
235,68,OPERATIONAL,200,108,0.5224694277934745,False,SN-4256,False,False,False,0
236,384,OPERATIONAL,200,105,0.4942837364392261,False,SN-8156,False,False,False,0
237,397,OPERATIONAL,206,239,0.3418932267540747,True,SN-6778,False,False,False,0
238,91,OPERATIONAL,200,106,0.7026527749758703,False,SN-7836,False,False,False,0
239,269,OPERATIONAL,200,119,0.6825418618758711,False,SN-9548,False,False,False,0
240,4,OPERATIONAL,200,133,0.2734231901604545,False,SN-9921,False,False,False,0
241,122,OPERATIONAL,206,214,0.7495186920152069,True,SN-4791,False,False,False,0
242,317,OPERATIONAL,200,133,0.2779611616784498,False,SN-1528,False,False,False,0
243,356,OPERATIONAL,200,130,0.7719027658048147,False,SN-9103,False,False,False,0
244,42,OPERATIONAL,200,115,0.595592183915688,False,SN-5516,False,False,False,0
245,282,OPERATIONAL,200,126,0.1887269750837721,False,SN-7517,False,False,False,0
246,438,OPERATIONAL,200,117,0.1903457707622743,False,SN-5873,False,False,False,0
247,241,OPERATIONAL,200,101,0.7910243135297956,False,SN-1103,False,False,False,0
248,263,OPERATIONAL,429,234,0.1385835927579679,True,SN-7206,True,False,True,2
249,135,OPERATIONAL,200,121,0.8484622040785189,False,SN-6094,False,False,False,0
250,290,OPERATIONAL,200,124,0.3894184616125337,False,SN-7455,False,False,False,0
251,284,OPERATIONAL,200,110,0.8972625043774415,False,SN-3093,False,False,False,0
252,131,OPERATIONAL,200,134,0.7321655746043692,False,SN-8294,False,False,False,0
253,247,OPERATIONAL,200,107,0.2425874762378629,False,SN-6400,False,False,False,0
254,102,OPERATIONAL,200,118,0.3805040965751368,False,SN-6850,False,False,False,0
255,253,OPERATIONAL,200,119,0.6711454905608528,False,SN-9303,False,False,False,0
256,285,OPERATIONAL,200,135,0.5979468542618276,False,SN-4779,False,False,False,0
257,132,OPERATIONAL,200,111,0.4118133538642549,False,SN-9750,False,False,False,0
258,184,OPERATIONAL,200,136,0.8459595000830578,False,SN-2943,False,False,False,0
259,205,OPERATIONAL,200,121,0.6531838655686393,False,SN-6910,False,False,False,0
260,80,OPERATIONAL,206,221,0.5989663788095996,True,SN-3494,False,False,False,0
261,325,OPERATIONAL,200,127,0.1251320878812969,False,SN-4146,False,False,False,0
262,136,OPERATIONAL,200,101,0.3871684028747045,False,SN-5251,False,False,False,0
263,448,OPERATIONAL,200,131,0.7417080514144256,False,SN-7077,False,False,False,0
264,152,OPERATIONAL,200,130,0.7989832824236275,False,SN-2330,False,False,False,0
265,398,OPERATIONAL,200,130,0.2627829215537022,False,SN-6257,False,False,False,0
266,261,OPERATIONAL,200,137,0.804632961847945,False,SN-9074,False,False,False,0
267,407,OPERATIONAL,200,132,0.2823781681001145,False,SN-8223,False,False,False,0
268,181,OPERATIONAL,200,125,0.7864843700128945,False,SN-8721,False,False,False,0
269,380,OPERATIONAL,200,113,0.6927302806650177,False,SN-3316,False,False,False,0
270,327,OPERATIONAL,200,136,0.4600293163031896,False,SN-8629,False,False,False,0
271,467,OPERATIONAL,200,131,0.4029097366391192,False,SN-9048,False,False,False,0
272,424,OPERATIONAL,200,126,0.5520851601463811,False,SN-9764,False,False,False,0
273,269,OPERATIONAL,200,103,0.6371800779155335,False,SN-9548,False,False,False,0
274,284,OPERATIONAL,200,130,0.569918447122553,False,SN-3093,False,False,False,0
275,218,OPERATIONAL,200,126,0.1477750504461212,False,SN-7792,False,False,False,0
276,481,OPERATIONAL,200,106,0.4452659867128729,False,SN-2036,False,False,False,0
277,148,OPERATIONAL,200,136,0.1512245248655607,False,SN-7722,False,False,False,0
278,37,OPERATIONAL,200,130,0.4973227013798541,False,SN-1956,False,False,False,0
279,261,OPERATIONAL,200,110,0.1988276092356135,False,SN-9074,False,False,False,0
280,310,OPERATIONAL,200,102,0.8475778329601922,False,SN-8859,False,False,False,0
281,364,OPERATIONAL,200,137,0.360378264843914,False,SN-2664,False,False,False,0
282,348,OPERATIONAL,200,136,0.2256812814883154,False,SN-3359,False,False,False,0
283,415,OPERATIONAL,200,113,0.1714432032539453,False,SN-3853,False,False,False,0
284,86,OPERATIONAL,429,225,0.6753683950929992,True,SN-5319,True,False,False,1
285,253,OPERATIONAL,200,134,0.4495013198411272,False,SN-9303,False,False,False,0
286,480,OPERATIONAL,429,210,0.7161493100229794,True,SN-2686,True,False,True,2
287,400,OPERATIONAL,200,139,0.7248054422237766,False,SN-7683,False,False,False,0
288,463,OPERATIONAL,429,243,0.7410209011611888,True,SN-5085,True,False,True,2
289,480,OPERATIONAL,429,213,0.5259193556191101,True,SN-2686,True,False,True,2
290,294,OPERATIONAL,200,128,0.5557078193529532,False,SN-3655,False,False,False,0
291,154,OPERATIONAL,429,244,0.5542668029972891,True,SN-2512,True,False,False,1
292,51,OPERATIONAL,200,108,0.43114102196816,False,SN-3842,False,False,False,0
293,279,OPERATIONAL,200,115,0.449111889756674,False,SN-6973,False,False,False,0
294,154,OPERATIONAL,429,228,0.7651677324610221,True,SN-2512,True,False,False,1
295,47,OPERATIONAL,429,249,0.1953232794737157,True,SN-4064,True,False,True,2
296,174,OPERATIONAL,206,250,0.4449199399552158,True,SN-7497,False,False,False,0
297,355,OPERATIONAL,200,106,0.2319492767968051,False,SN-9971,False,False,False,0
298,316,OPERATIONAL,200,109,0.4878574851758694,False,SN-2299,False,False,False,0
299,480,OPERATIONAL,206,217,0.4463016401640081,True,SN-2686,False,False,False,0
300,325,OPERATIONAL,200,101,0.3624109171643366,False,SN-4146,False,False,False,0
301,462,OPERATIONAL,200,126,0.7950101989258616,False,SN-1037,False,False,False,0
302,102,OPERATIONAL,200,111,0.8729288579668202,False,SN-6850,False,False,False,0
303,396,OPERATIONAL,200,106,0.1828209137988093,False,SN-2338,False,False,False,0
304,163,OPERATIONAL,206,227,0.7649254566590074,True,SN-8007,False,False,False,0
305,345,OPERATIONAL,200,138,0.8008374460953448,False,SN-1531,False,False,False,0
306,120,OPERATIONAL,200,105,0.7420299854136897,False,SN-2913,False,False,False,0
307,141,OPERATIONAL,200,133,0.2675821210166258,False,SN-8961,False,False,False,0
308,402,OPERATIONAL,200,136,0.4467712281417501,False,SN-7760,False,False,False,0
309,270,OPERATIONAL,200,130,0.4935293030205807,False,SN-9912,False,False,False,0
310,266,OPERATIONAL,200,125,0.4968410890875819,False,SN-3764,False,False,False,0
311,218,OPERATIONAL,200,121,0.2877215896454633,False,SN-7792,False,False,False,0
312,188,OPERATIONAL,429,220,0.6934982283655224,True,SN-9203,True,False,False,1
313,479,OPERATIONAL,200,140,0.8468275170539796,False,SN-7179,False,False,False,0
314,213,OPERATIONAL,200,130,0.4305880633632024,False,SN-1049,False,False,False,0
315,207,OPERATIONAL,200,119,0.4859137699273239,False,SN-4908,False,False,False,0
316,477,OPERATIONAL,200,126,0.5935962465546402,False,SN-1481,False,False,False,0
317,101,OPERATIONAL,200,112,0.1493167944355396,False,SN-1297,False,False,False,0
318,217,OPERATIONAL,200,139,0.4130594266183662,False,SN-1008,False,False,False,0
319,408,OPERATIONAL,200,121,0.4141771443389987,False,SN-9191,False,False,False,0
320,496,OPERATIONAL,200,136,0.1520452851116431,False,SN-9949,False,False,False,0
321,0,OPERATIONAL,200,114,0.799579658925002,False,SN-9280,False,False,False,0
322,138,OPERATIONAL,200,109,0.4225201877884866,False,SN-2690,False,False,False,0
323,482,OPERATIONAL,200,139,0.35529616244089,False,SN-4897,False,False,False,0
324,394,OPERATIONAL,200,103,0.1703267583939406,False,SN-5086,False,False,False,0
325,475,OPERATIONAL,200,124,0.2352899181357466,False,SN-2619,False,False,False,0
326,165,OPERATIONAL,200,110,0.2284500352494155,False,SN-2624,False,False,False,0
327,0,OPERATIONAL,200,128,0.6186045321267609,False,SN-9280,False,False,False,0
328,382,OPERATIONAL,200,133,0.1239133863739609,False,SN-1528,False,False,False,0
329,320,OPERATIONAL,200,106,0.2660242532307719,False,SN-7314,False,False,False,0
