log_id,node_id,json_status,http_response_code,response_time_ms,load_val,L_V1
231,408,OPERATIONAL,200,134,0.11600626014057971,
232,445,OPERATIONAL,200,102,0.6944688722244431,
233,239,OPERATIONAL,200,112,0.22179765762070228,
234,438,OPERATIONAL,200,139,0.8338601619439433,
235,68,OPERATIONAL,200,108,0.5224694277934745,
236,384,OPERATIONAL,200,105,0.4942837364392261,
237,397,OPERATIONAL,206,239,0.34189322675407474,
238,91,OPERATIONAL,200,106,0.7026527749758703,
239,269,OPERATIONAL,200,119,0.6825418618758711,
240,4,OPERATIONAL,200,133,0.2734231901604545,
241,122,OPERATIONAL,206,214,0.7495186920152069,
242,317,OPERATIONAL,200,133,0.27796116167844986,
243,356,OPERATIONAL,200,130,0.7719027658048147,
244,42,OPERATIONAL,200,115,0.595592183915688,
245,282,OPERATIONAL,200,126,0.18872697508377217,
246,438,OPERATIONAL,200,117,0.19034577076227432,
247,241,OPERATIONAL,200,101,0.7910243135297956,
248,263,OPERATIONAL,429,234,0.13858359275796792,
249,135,OPERATIONAL,200,121,0.8484622040785189,
250,290,OPERATIONAL,200,124,0.3894184616125337,
251,284,OPERATIONAL,200,110,0.8972625043774415,
252,131,OPERATIONAL,200,134,0.7321655746043692,
253,247,OPERATIONAL,200,107,0.24258747623786292,
254,102,OPERATIONAL,200,118,0.38050409657513684,
255,253,OPERATIONAL,200,119,0.6711454905608528,
256,285,OPERATIONAL,200,135,0.5979468542618276,
257,132,OPERATIONAL,200,111,0.4118133538642549,
258,184,OPERATIONAL,200,136,0.8459595000830578,
259,205,OPERATIONAL,200,121,0.6531838655686393,
260,80,OPERATIONAL,206,221,0.5989663788095996,
261,325,OPERATIONAL,200,127,0.12513208788129698,
262,136,OPERATIONAL,200,101,0.38716840287470455,
263,448,OPERATIONAL,200,131,0.7417080514144256,
264,152,OPERATIONAL,200,130,0.7989832824236275,
265,398,OPERATIONAL,200,130,0.2627829215537022,
266,261,OPERATIONAL,200,137,0.804632961847945,
267,407,OPERATIONAL,200,132,0.28237816810011457,
268,181,OPERATIONAL,200,125,0.7864843700128945,
269,380,OPERATIONAL,200,113,0.6927302806650177,
270,327,OPERATIONAL,200,136,0.46002931630318966,
271,467,OPERATIONAL,200,131,0.4029097366391192,
272,424,OPERATIONAL,200,126,0.5520851601463811,
273,269,OPERATIONAL,200,103,0.6371800779155335,
274,284,OPERATIONAL,200,130,0.569918447122553,
275,218,OPERATIONAL,200,126,0.1477750504461212,
276,481,OPERATIONAL,200,106,0.4452659867128729,
277,148,OPERATIONAL,200,136,0.15122452486556073,
278,37,OPERATIONAL,200,130,0.4973227013798541,
279,261,OPERATIONAL,200,110,0.19882760923561352,
280,310,OPERATIONAL,200,102,0.8475778329601922,
281,364,OPERATIONAL,200,137,0.360378264843914,
282,348,OPERATIONAL,200,136,0.22568128148831548,
283,415,OPERATIONAL,200,113,0.17144320325394535,
284,86,OPERATIONAL,429,225,0.6753683950929992,
285,253,OPERATIONAL,200,134,0.4495013198411272,
286,480,OPERATIONAL,429,210,0.7161493100229794,
287,400,OPERATIONAL,200,139,0.7248054422237766,
288,463,OPERATIONAL,429,243,0.7410209011611888,
289,480,OPERATIONAL,429,213,0.5259193556191101,
290,294,OPERATIONAL,200,128,0.5557078193529532,
291,154,OPERATIONAL,429,244,0.5542668029972891,
292,51,OPERATIONAL,200,108,0.43114102196816007,
293,279,OPERATIONAL,200,115,0.44911188975667404,
294,154,OPERATIONAL,429,228,0.7651677324610221,
295,47,OPERATIONAL,429,249,0.19532327947371578,
296,174,OPERATIONAL,206,250,0.44491993995521584,
297,355,OPERATIONAL,200,106,0.23194927679680513,
298,316,OPERATIONAL,200,109,0.48785748517586947,
299,480,OPERATIONAL,206,217,0.4463016401640081,
300,325,OPERATIONAL,200,101,0.3624109171643366,
301,462,OPERATIONAL,200,126,0.7950101989258616,
302,102,OPERATIONAL,200,111,0.8729288579668202,
303,396,OPERATIONAL,200,106,0.18282091379880933,
304,163,OPERATIONAL,206,227,0.7649254566590074,
305,345,OPERATIONAL,200,138,0.8008374460953448,
306,120,OPERATIONAL,200,105,0.7420299854136897,
307,141,OPERATIONAL,200,133,0.2675821210166258,
308,402,OPERATIONAL,200,136,0.4467712281417501,
309,270,OPERATIONAL,200,130,0.49352930302058073,
310,266,OPERATIONAL,200,125,0.49684108908758196,
311,218,OPERATIONAL,200,121,0.28772158964546335,
312,188,OPERATIONAL,429,220,0.6934982283655224,
313,479,OPERATIONAL,200,140,0.8468275170539796,
314,213,OPERATIONAL,200,130,0.43058806336320243,
315,207,OPERATIONAL,200,119,0.48591376992732394,
316,477,OPERATIONAL,200,126,0.5935962465546402,
317,101,OPERATIONAL,200,112,0.14931679443553963,
318,217,OPERATIONAL,200,139,0.41305942661836625,
319,408,OPERATIONAL,200,121,0.41417714433899877,
320,496,OPERATIONAL,200,136,0.15204528511164314,
321,0,OPERATIONAL,200,114,0.799579658925002,
322,138,OPERATIONAL,200,109,0.42252018778848666,
323,482,OPERATIONAL,200,139,0.35529616244089,
324,394,OPERATIONAL,200,103,0.17032675839394065,
325,475,OPERATIONAL,200,124,0.2352899181357466,
326,165,OPERATIONAL,200,110,0.22845003524941554,
327,0,OPERATIONAL,200,128,0.6186045321267609,
328,382,OPERATIONAL,200,133,0.12391338637396095,
329,320,OPERATIONAL,200,106,0.26602425323077195,
330,456,OPERATIONAL,200,134,0.884390803397667,
331,397,OPERATIONAL,206,246,0.8112072408274925,
332,288,OPERATIONAL,429,249,0.20413950581689005,
333,40,OPERATIONAL,200,101,0.5107483291556693,
334,234,OPERATIONAL,200,123,0.32799656542542255,
335,259,OPERATIONAL,200,130,0.8186821423936851,
336,474,OPERATIONAL,200,121,0.8066662673367683,
337,289,OPERATIONAL,200,113,0.47275945108176554,
338,278,OPERATIONAL,200,118,0.8602722021869496,
339,118,OPERATIONAL,200,137,0.8492456114119328,
340,437,OPERATIONAL,200,135,0.1892428926301406,
341,285,OPERATIONAL,200,127,0.4391221537879202,
342,127,OPERATIONAL,206,248,0.4138723020135471,
343,266,OPERATIONAL,200,132,0.8318256032516534,
344,85,OPERATIONAL,200,130,0.3621044150787749,
345,434,OPERATIONAL,200,125,0.5696462606861455,
346,52,OPERATIONAL,200,123,0.3112967657365891,
347,329,OPERATIONAL,200,107,0.5157664112772671,
348,211,OPERATIONAL,200,139,0.8729021814680087,
349,79,OPERATIONAL,200,137,0.7312956004329879,
350,387,OPERATIONAL,429,246,0.36387758368802847,
351,409,OPERATIONAL,200,110,0.7077043115448173,
352,58,OPERATIONAL,200,116,0.8236500666256681,
353,63,OPERATIONAL,206,239,0.6052690355099949,
354,7,OPERATIONAL,200,101,0.6837763850167378,
355,415,OPERATIONAL,200,126,0.6842085303929404,
356,224,OPERATIONAL,200,139,0.3061558167245364,
357,195,OPERATIONAL,206,245,0.5113501378864528,
358,53,OPERATIONAL,206,226,0.706505515129454,
359,256,OPERATIONAL,200,132,0.8136386045111833,
360,346,OPERATIONAL,200,129,0.2885079141862137,
361,98,OPERATIONAL,200,137,0.19044165812516214,
362,357,OPERATIONAL,200,135,0.4054000423880879,
363,364,OPERATIONAL,200,103,0.8085941047810842,
364,135,OPERATIONAL,200,137,0.5803908217599916,
365,283,OPERATIONAL,200,138,0.4064243081789124,
366,243,OPERATIONAL,200,126,0.6471703097954891,
367,51,OPERATIONAL,200,127,0.3008341281005158,
368,434,OPERATIONAL,200,128,0.4803634227540635,
369,438,OPERATIONAL,200,124,0.35552341148931055,
370,50,OPERATIONAL,206,239,0.615709506069408,
371,415,OPERATIONAL,200,113,0.8783763683354086,
372,124,OPERATIONAL,200,121,0.8196935436603958,
373,451,OPERATIONAL,200,124,0.7433387109184386,
374,364,OPERATIONAL,200,120,0.1975365729751749,
375,284,OPERATIONAL,200,111,0.34900521110666727,
376,284,OPERATIONAL,200,138,0.5875280619324513,
377,298,OPERATIONAL,200,135,0.6819395902043531,
378,499,OPERATIONAL,429,243,0.3996403804005231,
379,78,OPERATIONAL,200,110,0.40935327011185896,
380,409,OPERATIONAL,200,113,0.17494389685882378,
381,212,OPERATIONAL,200,131,0.11512890962873952,
382,473,OPERATIONAL,200,126,0.6200365468379656,
383,306,OPERATIONAL,200,112,0.3519526431198782,
384,392,OPERATIONAL,200,129,0.6047758065113081,
385,383,OPERATIONAL,206,243,0.13567266010669227,
386,89,OPERATIONAL,200,103,0.7546108137762944,
387,286,OPERATIONAL,200,122,0.10440748081714189,
388,373,OPERATIONAL,200,101,0.8599606995652535,
389,290,OPERATIONAL,200,139,0.8652462738709369,
390,224,OPERATIONAL,200,108,0.6949177716575698,
391,320,OPERATIONAL,200,122,0.42219546599261004,
392,98,OPERATIONAL,200,123,0.5456024233735658,
393,250,OPERATIONAL,200,123,0.6793194251679475,
394,479,OPERATIONAL,200,101,0.26902757605491145,
395,489,OPERATIONAL,200,122,0.4525232947453274,
396,482,OPERATIONAL,200,108,0.4809188351220868,
397,130,OPERATIONAL,200,122,0.6218317489493468,
398,55,OPERATIONAL,200,119,0.42861472848514526,
399,451,OPERATIONAL,200,112,0.1460473692365059,
400,240,OPERATIONAL,200,140,0.7518007424025582,
401,60,OPERATIONAL,200,110,0.2817521732356234,
402,279,OPERATIONAL,200,106,0.13099578457167046,
403,466,OPERATIONAL,200,127,0.14054257170399717,
404,220,OPERATIONAL,200,134,0.400927587451685,
405,119,OPERATIONAL,200,127,0.6061017680701418,
406,344,OPERATIONAL,200,102,0.4524694450332474,
407,29,OPERATIONAL,200,118,0.37747179309867007,
408,362,OPERATIONAL,206,228,0.5925874161933034,
409,84,OPERATIONAL,200,128,0.5903911134847999,
410,62,OPERATIONAL,200,118,0.7228253466765048,
411,279,OPERATIONAL,200,125,0.12005324402274341,
412,276,OPERATIONAL,200,119,0.8893469123212876,
413,388,OPERATIONAL,200,106,0.6659498923647964,
414,243,OPERATIONAL,200,111,0.5457135832952892,
415,11,OPERATIONAL,200,103,0.8496930032027058,
416,34,OPERATIONAL,200,140,0.6626399498425815,
417,181,OPERATIONAL,200,135,0.5937260289754492,
418,341,OPERATIONAL,200,127,0.28929029976303894,
419,340,OPERATIONAL,200,118,0.21017537766135697,
420,480,OPERATIONAL,206,236,0.43880280533711635,
421,263,OPERATIONAL,206,246,0.6391832144691848,
422,146,OPERATIONAL,200,107,0.688496446295962,
423,89,OPERATIONAL,200,134,0.5128440147381703,
424,254,OPERATIONAL,200,106,0.7004505878613326,
425,78,OPERATIONAL,200,105,0.3978012581982492,
426,30,OPERATIONAL,200,133,0.5393935494763157,
427,189,OPERATIONAL,200,110,0.3851563916436117,
428,195,OPERATIONAL,429,232,0.3290645944335656,
429,372,OPERATIONAL,200,139,0.7270539951904735,
430,264,OPERATIONAL,200,114,0.29639172411516723,
431,193,OPERATIONAL,206,216,0.56436019907802,
432,222,OPERATIONAL,200,130,0.6608101746309506,
433,177,OPERATIONAL,200,111,0.8917135646653875,
434,162,OPERATIONAL,200,129,0.6120368613890215,
435,102,OPERATIONAL,200,135,0.5323812460608931,
436,25,OPERATIONAL,429,235,0.6931326326919087,
437,155,OPERATIONAL,200,129,0.15257673114305598,
438,151,OPERATIONAL,429,216,0.6344847869066561,
439,237,OPERATIONAL,200,137,0.20884464725833995,
440,293,OPERATIONAL,200,137,0.24778818189008345,
441,114,OPERATIONAL,206,223,0.3152678316072624,
442,254,OPERATIONAL,200,127,0.6261167925921567,
443,349,OPERATIONAL,200,113,0.8505639074451451,
444,382,OPERATIONAL,200,103,0.535049935720533,
445,249,OPERATIONAL,200,133,0.5971871677716265,
446,67,OPERATIONAL,200,124,0.7627074473708303,
447,473,OPERATIONAL,200,103,0.5983241879921022,
448,264,OPERATIONAL,200,132,0.8863296831421458,
449,102,OPERATIONAL,200,126,0.7433801926790633,
450,454,OPERATIONAL,200,138,0.5457465116178808,
451,208,OPERATIONAL,200,113,0.5902882731624023,
452,373,OPERATIONAL,200,109,0.17896816029186466,
453,193,OPERATIONAL,206,224,0.7396235163575121,
454,121,OPERATIONAL,200,117,0.10036996356403192,
455,236,OPERATIONAL,429,245,0.427517065225972,
456,48,OPERATIONAL,429,249,0.4616203485995872,
457,397,OPERATIONAL,206,232,0.7449562273715659,
458,405,OPERATIONAL,200,120,0.5382256923672807,
459,431,OPERATIONAL,200,130,0.2638152549633046,
460,132,OPERATIONAL,200,137,0.770031170334636,
461,380,OPERATIONAL,200,135,0.11438342918617561,
462,190,OPERATIONAL,200,117,0.40775342309094864,
463,57,OPERATIONAL,200,114,0.5799813143657916,
464,429,OPERATIONAL,200,132,0.4883257088776032,
465,172,OPERATIONAL,200,140,0.7840601977668213,
466,57,OPERATIONAL,200,137,0.5872355800800799,
467,203,OPERATIONAL,200,102,0.4785705791884445,
468,68,OPERATIONAL,200,130,0.5718238557722921,
469,8,OPERATIONAL,200,105,0.27363954119708805,
470,412,OPERATIONAL,206,225,0.1705095124189417,
471,10,OPERATIONAL,200,117,0.1846854818105486,
472,446,OPERATIONAL,200,113,0.2304923179552052,
473,275,OPERATIONAL,200,119,0.6667158249015738,
474,467,OPERATIONAL,200,132,0.22259383481402617,
475,271,OPERATIONAL,200,122,0.7822780718855974,
476,302,OPERATIONAL,200,126,0.47087876497206993,
477,480,OPERATIONAL,429,236,0.2544636603309659,
478,12,OPERATIONAL,429,241,0.7518314464408179,
479,261,OPERATIONAL,200,112,0.8599773088925315,
480,361,OPERATIONAL,200,136,0.4622608425756688,
481,106,OPERATIONAL,429,244,0.8994928014757813,
482,204,OPERATIONAL,200,129,0.24664873252155425,
483,254,OPERATIONAL,200,125,0.5989874661341097,
484,499,OPERATIONAL,206,223,0.255384892338931,
485,397,OPERATIONAL,206,214,0.7505083279433056,
486,317,OPERATIONAL,200,127,0.8148711631066163,
487,110,OPERATIONAL,200,106,0.8185665240681529,
488,53,OPERATIONAL,206,221,0.16987131660655452,
489,388,OPERATIONAL,200,127,0.17136927408748487,
490,367,OPERATIONAL,200,117,0.4174927533435987,
491,134,OPERATIONAL,200,135,0.7534444726626051,
492,188,OPERATIONAL,429,222,0.7726786296079798,
493,459,OPERATIONAL,206,224,0.15019397537773538,
494,126,OPERATIONAL,200,116,0.5476351943026477,
495,477,OPERATIONAL,200,119,0.8190289838361099,
496,266,OPERATIONAL,200,129,0.13527304846269397,
497,39,OPERATIONAL,200,140,0.8171531928607284,
498,447,OPERATIONAL,429,247,0.8060957343057515,
499,162,OPERATIONAL,200,137,0.8370359680693207,
500,242,OPERATIONAL,200,119,0.4813322375613267,
501,307,OPERATIONAL,200,124,0.8505205115367694,
502,299,OPERATIONAL,200,135,0.8370396055534955,
503,389,OPERATIONAL,200,136,0.29774168796169387,
504,451,OPERATIONAL,200,134,0.5518146594934237,
505,469,OPERATIONAL,200,134,0.6010091189004177,
506,161,OPERATIONAL,200,135,0.36032780994567426,
507,216,OPERATIONAL,200,113,0.2607031878538254,
508,95,OPERATIONAL,200,110,0.34328702424079294,
509,428,OPERATIONAL,200,107,0.5783301982442509,
510,426,OPERATIONAL,429,217,0.5174532790539613,
511,342,OPERATIONAL,200,139,0.22978215660522655,
512,154,OPERATIONAL,429,233,0.788900804076174,
513,66,OPERATIONAL,429,244,0.313025163517028,
514,104,OPERATIONAL,200,129,0.1328347810573205,
515,217,OPERATIONAL,200,132,0.6368147211634814,
516,280,OPERATIONAL,200,131,0.2740601785904729,
